"timestamp","k_attrs","cols_json","domain_size","time_alg1_first_s","num_edges_alg1","time_alg2_s","time_alg4_s","time_alg24_s","q_base_groups","q_star_groups","merges_alg2","utility_q_babble","utility_q_base","utility_q_star","kept_q_babble","kept_q_base","kept_q_star"
"2025-10-13 12:54:15",1,"[""violent_recid""]",1,3.341602860018611e-05,0,7.166003342717886e-06,1.575000351294875e-05,2.2916006855666637e-05,1,1,0,0.5,0.5,0.5,1,1,1
"2025-10-13 12:54:15",2,"[""violent_recid"", ""type_of_assessment""]",1,4.832982085645199e-06,0,4.00003045797348e-06,9.08400397747755e-06,1.308403443545103e-05,1,1,0,0.5,0.5,0.5,1,1,1
"2025-10-13 12:54:15",3,"[""violent_recid"", ""type_of_assessment"", ""v_type_of_assessment""]",1,4.167028237134218e-06,0,3.541994374245405e-06,8.875038474798203e-06,1.2417032849043608e-05,1,1,0,0.5,0.5,0.5,1,1,1
"2025-10-13 12:54:15",4,"[""violent_recid"", ""type_of_assessment"", ""v_type_of_assessment"", ""c_charge_degree""]",2,7.667054887861013e-06,1,9.916024282574654e-06,2.0458013750612736e-05,3.037403803318739e-05,2,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1
"2025-10-13 12:54:15",5,"[""violent_recid"", ""type_of_assessment"", ""v_type_of_assessment"", ""c_charge_degree"", ""event""]",4,1.18750031106174e-05,3,3.487500362098217e-05,2.4834007490426302e-05,5.970901111140847e-05,2,2,2,1.2,1.2,1.2,3,3,3
"2025-10-13 12:54:15",6,"[""violent_recid"", ""type_of_assessment"", ""v_type_of_assessment"", ""c_charge_degree"", ""event"", ""is_recid""]",8,3.270799061283469e-05,22,4.3459003791213036e-05,0.0002754590241238475,0.0003189180279150605,8,4,0,2.555555555555556,3.333333333333333,3.444444444444444,5,5,6
"2025-10-13 12:54:15",7,"[""violent_recid"", ""type_of_assessment"", ""v_type_of_assessment"", ""c_charge_degree"", ""event"", ""is_recid"", ""is_violent_recid""]",16,9.67920059338212e-05,91,0.000777459004893899,0.0005660000024363399,0.0013434590073302388,10,5,6,4.176470588235294,5.117647058823529,5.764705882352941,7,8,9
"2025-10-13 12:54:15",8,"[""violent_recid"", ""type_of_assessment"", ""v_type_of_assessment"", ""c_charge_degree"", ""event"", ""is_recid"", ""is_violent_recid"", ""offense_compas_timing""]",48,0.0007972920429892838,692,0.029282041999977082,8.658296428620815e-05,0.02936862496426329,1,1,47,11.0,11.0,11.0,23,23,23
"2025-10-13 12:54:16",9,"[""violent_recid"", ""type_of_assessment"", ""v_type_of_assessment"", ""c_charge_degree"", ""event"", ""is_recid"", ""is_violent_recid"", ""offense_compas_timing"", ""sex""]",96,0.0031125000095926225,3009,0.24562429200159386,0.00015870900824666023,0.24578300100984052,1,1,95,24.628865979381416,24.628865979381416,24.628865979381416,52,52,52
"2025-10-13 12:54:18",10,"[""violent_recid"", ""type_of_assessment"", ""v_type_of_assessment"", ""c_charge_degree"", ""event"", ""is_recid"", ""is_violent_recid"", ""offense_compas_timing"", ""sex"", ""two_year_recid""]",192,0.012730541988275945,12036,1.9540954169933684,0.0003166249953210354,1.9544120419886895,1,1,191,51.63212435233152,51.63212435233152,51.63212435233152,105,105,105
